Participant,Age,Language,Ethnicity,Gender,Evaluation.Type,Condition,Profile Number,Order,Text,Liking,Attention Check,MR1,MR2,MR3,MR4,MR5,MR6,MR7,MR8,MR9,MR10,MR11,MR12,MR13,MR14,MR15,MR16,MR17,MR18,MR19,MR20,MR.Composite
51,34,English,Hispanic,Male,Actual,Maximize,9,Order1,,3,,5,5,2,3,2,5,4,5,3,3,6,4,3,5,2,3,3,5,1,4,4.45
51,34,English,Hispanic,Male,Actual,Maximize,7,Order1,,1,,5,5,2,3,2,5,4,5,3,3,6,4,3,5,2,3,3,5,1,4,4.45
51,34,English,Hispanic,Male,Actual,Control,17,Order1,,4,,5,5,2,3,2,5,4,5,3,3,6,4,3,5,2,3,3,5,1,4,4.45
51,34,English,Hispanic,Male,Actual,Maximize,15,Order1,,5,,5,5,2,3,2,5,4,5,3,3,6,4,3,5,2,3,3,5,1,4,4.45
51,34,English,Hispanic,Male,Actual,Maximize,12,Order1,,3,,5,5,2,3,2,5,4,5,3,3,6,4,3,5,2,3,3,5,1,4,4.45
51,34,English,Hispanic,Male,Actual,Maximize,4,Order1,,6,,5,5,2,3,2,5,4,5,3,3,6,4,3,5,2,3,3,5,1,4,4.45
51,34,English,Hispanic,Male,Actual,Control,13,Order1,,7,,5,5,2,3,2,5,4,5,3,3,6,4,3,5,2,3,3,5,1,4,4.45
51,34,English,Hispanic,Male,Actual,Maximize,6,Order1,,5,,5,5,2,3,2,5,4,5,3,3,6,4,3,5,2,3,3,5,1,4,4.45
51,34,English,Hispanic,Male,Actual,Maximize,1,Order1,,4,,5,5,2,3,2,5,4,5,3,3,6,4,3,5,2,3,3,5,1,4,4.45
51,34,English,Hispanic,Male,Actual,Control,5,Order1,,5,,5,5,2,3,2,5,4,5,3,3,6,4,3,5,2,3,3,5,1,4,4.45
51,34,English,Hispanic,Male,Actual,Control,10,Order1,,5,,5,5,2,3,2,5,4,5,3,3,6,4,3,5,2,3,3,5,1,4,4.45
51,34,English,Hispanic,Male,Actual,Control,18,Order1,,1,,5,5,2,3,2,5,4,5,3,3,6,4,3,5,2,3,3,5,1,4,4.45
52,56,English,White,Female,Actual,Control,8,Order1,,7,,2,5,1,5,1,2,1,5,5,5,2,1,6,5,3,2,1,5,3,1,2.85
52,56,English,White,Female,Actual,Control,16,Order1,,6,,2,5,1,5,1,2,1,5,5,5,2,1,6,5,3,2,1,5,3,1,2.85
52,56,English,White,Female,Actual,Control,11,Order1,,4,,2,5,1,5,1,2,1,5,5,5,2,1,6,5,3,2,1,5,3,1,2.85
52,56,English,White,Female,Actual,Maximize,2,Order1,,7,,2,5,1,5,1,2,1,5,5,5,2,1,6,5,3,2,1,5,3,1,2.85
52,56,English,White,Female,Actual,Control,14,Order1,,4,,2,5,1,5,1,2,1,5,5,5,2,1,6,5,3,2,1,5,3,1,2.85
52,56,English,White,Female,Actual,Control,3,Order1,,4,,2,5,1,5,1,2,1,5,5,5,2,1,6,5,3,2,1,5,3,1,2.85
52,56,English,White,Female,Actual,Maximize,9,Order1,,4,,2,5,1,5,1,2,1,5,5,5,2,1,6,5,3,2,1,5,3,1,2.85
52,56,English,White,Female,Actual,Maximize,7,Order1,,6,,2,5,1,5,1,2,1,5,5,5,2,1,6,5,3,2,1,5,3,1,2.85
52,56,English,White,Female,Actual,Control,17,Order1,,6,,2,5,1,5,1,2,1,5,5,5,2,1,6,5,3,2,1,5,3,1,2.85
52,56,English,White,Female,Actual,Maximize,15,Order1,,6,,2,5,1,5,1,2,1,5,5,5,2,1,6,5,3,2,1,5,3,1,2.85
52,56,English,White,Female,Actual,Maximize,12,Order1,,5,,2,5,1,5,1,2,1,5,5,5,2,1,6,5,3,2,1,5,3,1,2.85
52,56,English,White,Female,Actual,Maximize,4,Order1,,4,,2,5,1,5,1,2,1,5,5,5,2,1,6,5,3,2,1,5,3,1,2.85
52,56,English,White,Female,Actual,Control,13,Order1,,5,,2,5,1,5,1,2,1,5,5,5,2,1,6,5,3,2,1,5,3,1,2.85
52,56,English,White,Female,Actual,Maximize,6,Order1,,7,,2,5,1,5,1,2,1,5,5,5,2,1,6,5,3,2,1,5,3,1,2.85
52,56,English,White,Female,Actual,Maximize,1,Order1,,6,,2,5,1,5,1,2,1,5,5,5,2,1,6,5,3,2,1,5,3,1,2.85
52,56,English,White,Female,Actual,Control,5,Order1,,6,,2,5,1,5,1,2,1,5,5,5,2,1,6,5,3,2,1,5,3,1,2.85
52,56,English,White,Female,Actual,Control,10,Order1,,5,,2,5,1,5,1,2,1,5,5,5,2,1,6,5,3,2,1,5,3,1,2.85
52,56,English,White,Female,Actual,Control,18,Order1,,5,,2,5,1,5,1,2,1,5,5,5,2,1,6,5,3,2,1,5,3,1,2.85
53,21,English,White,Female,Actual,Control,8,Order1,,4,,2,6,6,3,4,5,6,5,3,5,5,3,4,2,1,4,3,6,3,2,4.5
53,21,English,White,Female,Actual,Control,16,Order1,,3,,2,6,6,3,4,5,6,5,3,5,5,3,4,2,1,4,3,6,3,2,4.5
53,21,English,White,Female,Actual,Control,11,Order1,,2,,2,6,6,3,4,5,6,5,3,5,5,3,4,2,1,4,3,6,3,2,4.5
53,21,English,White,Female,Actual,Maximize,2,Order1,,6,,2,6,6,3,4,5,6,5,3,5,5,3,4,2,1,4,3,6,3,2,4.5
53,21,English,White,Female,Actual,Control,14,Order1,,2,,2,6,6,3,4,5,6,5,3,5,5,3,4,2,1,4,3,6,3,2,4.5
53,21,English,White,Female,Actual,Control,3,Order1,,4,,2,6,6,3,4,5,6,5,3,5,5,3,4,2,1,4,3,6,3,2,4.5
53,21,English,White,Female,Actual,Maximize,9,Order1,,4,,2,6,6,3,4,5,6,5,3,5,5,3,4,2,1,4,3,6,3,2,4.5
53,21,English,White,Female,Actual,Maximize,7,Order1,,6,,2,6,6,3,4,5,6,5,3,5,5,3,4,2,1,4,3,6,3,2,4.5
53,21,English,White,Female,Actual,Control,17,Order1,,5,,2,6,6,3,4,5,6,5,3,5,5,3,4,2,1,4,3,6,3,2,4.5
53,21,English,White,Female,Actual,Maximize,15,Order1,,4,,2,6,6,3,4,5,6,5,3,5,5,3,4,2,1,4,3,6,3,2,4.5
53,21,English,White,Female,Actual,Maximize,12,Order1,,5,,2,6,6,3,4,5,6,5,3,5,5,3,4,2,1,4,3,6,3,2,4.5
53,21,English,White,Female,Actual,Maximize,4,Order1,,4,,2,6,6,3,4,5,6,5,3,5,5,3,4,2,1,4,3,6,3,2,4.5
53,21,English,White,Female,Actual,Control,13,Order1,,3,,2,6,6,3,4,5,6,5,3,5,5,3,4,2,1,4,3,6,3,2,4.5
53,21,English,White,Female,Actual,Maximize,6,Order1,,4,,2,6,6,3,4,5,6,5,3,5,5,3,4,2,1,4,3,6,3,2,4.5
53,21,English,White,Female,Actual,Maximize,1,Order1,,4,,2,6,6,3,4,5,6,5,3,5,5,3,4,2,1,4,3,6,3,2,4.5
53,21,English,White,Female,Actual,Control,5,Order1,,5,,2,6,6,3,4,5,6,5,3,5,5,3,4,2,1,4,3,6,3,2,4.5
53,21,English,White,Female,Actual,Control,10,Order1,,4,,2,6,6,3,4,5,6,5,3,5,5,3,4,2,1,4,3,6,3,2,4.5
53,21,English,White,Female,Actual,Control,18,Order1,,1,,2,6,6,3,4,5,6,5,3,5,5,3,4,2,1,4,3,6,3,2,4.5
54,33,English,White,Male,Actual,Control,8,Order1,,5,,2,2,4,5,3,4,3,3,4,3,3,2,3,5,4,4,3,4,3,3,3.45
54,33,English,White,Male,Actual,Control,16,Order1,,3,,2,2,4,5,3,4,3,3,4,3,3,2,3,5,4,4,3,4,3,3,3.45
54,33,English,White,Male,Actual,Control,11,Order1,,3,,2,2,4,5,3,4,3,3,4,3,3,2,3,5,4,4,3,4,3,3,3.45
54,33,English,White,Male,Actual,Maximize,2,Order1,,5,,2,2,4,5,3,4,3,3,4,3,3,2,3,5,4,4,3,4,3,3,3.45
54,33,English,White,Male,Actual,Control,14,Order1,,5,,2,2,4,5,3,4,3,3,4,3,3,2,3,5,4,4,3,4,3,3,3.45
54,33,English,White,Male,Actual,Control,3,Order1,,4,,2,2,4,5,3,4,3,3,4,3,3,2,3,5,4,4,3,4,3,3,3.45
54,33,English,White,Male,Actual,Maximize,9,Order1,,3,,2,2,4,5,3,4,3,3,4,3,3,2,3,5,4,4,3,4,3,3,3.45
54,33,English,White,Male,Actual,Maximize,7,Order1,,4,,2,2,4,5,3,4,3,3,4,3,3,2,3,5,4,4,3,4,3,3,3.45
54,33,English,White,Male,Actual,Control,17,Order1,,2,,2,2,4,5,3,4,3,3,4,3,3,2,3,5,4,4,3,4,3,3,3.45
54,33,English,White,Male,Actual,Maximize,15,Order1,,4,,2,2,4,5,3,4,3,3,4,3,3,2,3,5,4,4,3,4,3,3,3.45
54,33,English,White,Male,Actual,Maximize,12,Order1,,3,,2,2,4,5,3,4,3,3,4,3,3,2,3,5,4,4,3,4,3,3,3.45
54,33,English,White,Male,Actual,Maximize,4,Order1,,4,,2,2,4,5,3,4,3,3,4,3,3,2,3,5,4,4,3,4,3,3,3.45
54,33,English,White,Male,Actual,Control,13,Order1,,5,,2,2,4,5,3,4,3,3,4,3,3,2,3,5,4,4,3,4,3,3,3.45
54,33,English,White,Male,Actual,Maximize,6,Order1,,4,,2,2,4,5,3,4,3,3,4,3,3,2,3,5,4,4,3,4,3,3,3.45
54,33,English,White,Male,Actual,Maximize,1,Order1,,3,,2,2,4,5,3,4,3,3,4,3,3,2,3,5,4,4,3,4,3,3,3.45
54,33,English,White,Male,Actual,Control,5,Order1,,4,,2,2,4,5,3,4,3,3,4,3,3,2,3,5,4,4,3,4,3,3,3.45
54,33,English,White,Male,Actual,Control,10,Order1,,5,,2,2,4,5,3,4,3,3,4,3,3,2,3,5,4,4,3,4,3,3,3.45
54,33,English,White,Male,Actual,Control,18,Order1,,1,,2,2,4,5,3,4,3,3,4,3,3,2,3,5,4,4,3,4,3,3,3.45
55,25,English,White,Male,Actual,Control,8,Order1,,5,,5,6,4,2,2,5,4,6,2,6,6,4,2,5,2,5,5,6,1,3,5.15
55,25,English,White,Male,Actual,Control,16,Order1,,4,,5,6,4,2,2,5,4,6,2,6,6,4,2,5,2,5,5,6,1,3,5.15
55,25,English,White,Male,Actual,Control,11,Order1,,6,,5,6,4,2,2,5,4,6,2,6,6,4,2,5,2,5,5,6,1,3,5.15
55,25,English,White,Male,Actual,Maximize,2,Order1,,4,,5,6,4,2,2,5,4,6,2,6,6,4,2,5,2,5,5,6,1,3,5.15
55,25,English,White,Male,Actual,Control,14,Order1,,3,,5,6,4,2,2,5,4,6,2,6,6,4,2,5,2,5,5,6,1,3,5.15
55,25,English,White,Male,Actual,Control,3,Order1,,5,,5,6,4,2,2,5,4,6,2,6,6,4,2,5,2,5,5,6,1,3,5.15
55,25,English,White,Male,Actual,Maximize,9,Order1,,2,,5,6,4,2,2,5,4,6,2,6,6,4,2,5,2,5,5,6,1,3,5.15
55,25,English,White,Male,Actual,Maximize,7,Order1,,4,,5,6,4,2,2,5,4,6,2,6,6,4,2,5,2,5,5,6,1,3,5.15
55,25,English,White,Male,Actual,Control,17,Order1,,3,,5,6,4,2,2,5,4,6,2,6,6,4,2,5,2,5,5,6,1,3,5.15
55,25,English,White,Male,Actual,Maximize,15,Order1,,5,,5,6,4,2,2,5,4,6,2,6,6,4,2,5,2,5,5,6,1,3,5.15
55,25,English,White,Male,Actual,Maximize,12,Order1,,4,,5,6,4,2,2,5,4,6,2,6,6,4,2,5,2,5,5,6,1,3,5.15
55,25,English,White,Male,Actual,Maximize,4,Order1,,5,,5,6,4,2,2,5,4,6,2,6,6,4,2,5,2,5,5,6,1,3,5.15
55,25,English,White,Male,Actual,Control,13,Order1,,7,,5,6,4,2,2,5,4,6,2,6,6,4,2,5,2,5,5,6,1,3,5.15
55,25,English,White,Male,Actual,Maximize,6,Order1,,3,,5,6,4,2,2,5,4,6,2,6,6,4,2,5,2,5,5,6,1,3,5.15
55,25,English,White,Male,Actual,Maximize,1,Order1,,4,,5,6,4,2,2,5,4,6,2,6,6,4,2,5,2,5,5,6,1,3,5.15
55,25,English,White,Male,Actual,Control,5,Order1,,6,,5,6,4,2,2,5,4,6,2,6,6,4,2,5,2,5,5,6,1,3,5.15
55,25,English,White,Male,Actual,Control,10,Order1,,5,,5,6,4,2,2,5,4,6,2,6,6,4,2,5,2,5,5,6,1,3,5.15
55,25,English,White,Male,Actual,Control,18,Order1,,1,,5,6,4,2,2,5,4,6,2,6,6,4,2,5,2,5,5,6,1,3,5.15
56,34,English,White,Male,Actual,Control,8,Order1,,7,,1,6,1,6,1,4,1,4,7,4,1,2,7,4,3,1,1,4,6,1,2.35
56,34,English,White,Male,Actual,Control,16,Order1,,4,,1,6,1,6,1,4,1,4,7,4,1,2,7,4,3,1,1,4,6,1,2.35
56,34,English,White,Male,Actual,Control,11,Order1,,5,,1,6,1,6,1,4,1,4,7,4,1,2,7,4,3,1,1,4,6,1,2.35
56,34,English,White,Male,Actual,Maximize,2,Order1,,5,,1,6,1,6,1,4,1,4,7,4,1,2,7,4,3,1,1,4,6,1,2.35
56,34,English,White,Male,Actual,Control,14,Order1,,2,,1,6,1,6,1,4,1,4,7,4,1,2,7,4,3,1,1,4,6,1,2.35
56,34,English,White,Male,Actual,Control,3,Order1,,4,,1,6,1,6,1,4,1,4,7,4,1,2,7,4,3,1,1,4,6,1,2.35
56,34,English,White,Male,Actual,Maximize,9,Order1,,4,,1,6,1,6,1,4,1,4,7,4,1,2,7,4,3,1,1,4,6,1,2.35
56,34,English,White,Male,Actual,Maximize,7,Order1,,3,,1,6,1,6,1,4,1,4,7,4,1,2,7,4,3,1,1,4,6,1,2.35
56,34,English,White,Male,Actual,Control,17,Order1,,5,,1,6,1,6,1,4,1,4,7,4,1,2,7,4,3,1,1,4,6,1,2.35
56,34,English,White,Male,Actual,Maximize,15,Order1,,5,,1,6,1,6,1,4,1,4,7,4,1,2,7,4,3,1,1,4,6,1,2.35
56,34,English,White,Male,Actual,Maximize,12,Order1,,6,,1,6,1,6,1,4,1,4,7,4,1,2,7,4,3,1,1,4,6,1,2.35
56,34,English,White,Male,Actual,Maximize,4,Order1,,4,,1,6,1,6,1,4,1,4,7,4,1,2,7,4,3,1,1,4,6,1,2.35
56,34,English,White,Male,Actual,Control,13,Order1,,5,,1,6,1,6,1,4,1,4,7,4,1,2,7,4,3,1,1,4,6,1,2.35
56,34,English,White,Male,Actual,Maximize,6,Order1,,7,,1,6,1,6,1,4,1,4,7,4,1,2,7,4,3,1,1,4,6,1,2.35
56,34,English,White,Male,Actual,Maximize,1,Order1,,5,,1,6,1,6,1,4,1,4,7,4,1,2,7,4,3,1,1,4,6,1,2.35
56,34,English,White,Male,Actual,Control,5,Order1,,6,,1,6,1,6,1,4,1,4,7,4,1,2,7,4,3,1,1,4,6,1,2.35
56,34,English,White,Male,Actual,Control,10,Order1,,3,,1,6,1,6,1,4,1,4,7,4,1,2,7,4,3,1,1,4,6,1,2.35
56,34,English,White,Male,Actual,Control,18,Order1,,6,,1,6,1,6,1,4,1,4,7,4,1,2,7,4,3,1,1,4,6,1,2.35
57,39,English,White,Male,Actual,Control,8,Order1,,4,,3,5,5,3,6,6,6,3,5,3,3,2,6,6,2,5,5,1,5,7,4.25
57,39,English,White,Male,Actual,Control,16,Order1,,5,,3,5,5,3,6,6,6,3,5,3,3,2,6,6,2,5,5,1,5,7,4.25
57,39,English,White,Male,Actual,Control,11,Order1,,2,,3,5,5,3,6,6,6,3,5,3,3,2,6,6,2,5,5,1,5,7,4.25
57,39,English,White,Male,Actual,Maximize,2,Order1,,2,,3,5,5,3,6,6,6,3,5,3,3,2,6,6,2,5,5,1,5,7,4.25
57,39,English,White,Male,Actual,Control,14,Order1,,4,,3,5,5,3,6,6,6,3,5,3,3,2,6,6,2,5,5,1,5,7,4.25
57,39,English,White,Male,Actual,Control,3,Order1,,3,,3,5,5,3,6,6,6,3,5,3,3,2,6,6,2,5,5,1,5,7,4.25
57,39,English,White,Male,Actual,Maximize,9,Order1,,2,,3,5,5,3,6,6,6,3,5,3,3,2,6,6,2,5,5,1,5,7,4.25
57,39,English,White,Male,Actual,Maximize,7,Order1,,1,,3,5,5,3,6,6,6,3,5,3,3,2,6,6,2,5,5,1,5,7,4.25
57,39,English,White,Male,Actual,Control,17,Order1,,1,,3,5,5,3,6,6,6,3,5,3,3,2,6,6,2,5,5,1,5,7,4.25
57,39,English,White,Male,Actual,Maximize,15,Order1,,5,,3,5,5,3,6,6,6,3,5,3,3,2,6,6,2,5,5,1,5,7,4.25
57,39,English,White,Male,Actual,Maximize,12,Order1,,5,,3,5,5,3,6,6,6,3,5,3,3,2,6,6,2,5,5,1,5,7,4.25
57,39,English,White,Male,Actual,Maximize,4,Order1,,4,,3,5,5,3,6,6,6,3,5,3,3,2,6,6,2,5,5,1,5,7,4.25
57,39,English,White,Male,Actual,Control,13,Order1,,6,,3,5,5,3,6,6,6,3,5,3,3,2,6,6,2,5,5,1,5,7,4.25
57,39,English,White,Male,Actual,Maximize,6,Order1,,4,,3,5,5,3,6,6,6,3,5,3,3,2,6,6,2,5,5,1,5,7,4.25
57,39,English,White,Male,Actual,Maximize,1,Order1,,4,,3,5,5,3,6,6,6,3,5,3,3,2,6,6,2,5,5,1,5,7,4.25
57,39,English,White,Male,Actual,Control,5,Order1,,5,,3,5,5,3,6,6,6,3,5,3,3,2,6,6,2,5,5,1,5,7,4.25
57,39,English,White,Male,Actual,Control,10,Order1,,6,,3,5,5,3,6,6,6,3,5,3,3,2,6,6,2,5,5,1,5,7,4.25
57,39,English,White,Male,Actual,Control,18,Order1,,1,,3,5,5,3,6,6,6,3,5,3,3,2,6,6,2,5,5,1,5,7,4.25
58,53,English,White,Female,Actual,Control,8,Order1,,5,,5,5,4,2,4,5,6,5,4,5,6,2,2,6,1,5,5,6,1,5,5.2
58,53,English,White,Female,Actual,Control,16,Order1,,4,,5,5,4,2,4,5,6,5,4,5,6,2,2,6,1,5,5,6,1,5,5.2
58,53,English,White,Female,Actual,Control,11,Order1,,5,,5,5,4,2,4,5,6,5,4,5,6,2,2,6,1,5,5,6,1,5,5.2
58,53,English,White,Female,Actual,Maximize,2,Order1,,6,,5,5,4,2,4,5,6,5,4,5,6,2,2,6,1,5,5,6,1,5,5.2
58,53,English,White,Female,Actual,Control,14,Order1,,4,,5,5,4,2,4,5,6,5,4,5,6,2,2,6,1,5,5,6,1,5,5.2
58,53,English,White,Female,Actual,Control,3,Order1,,4,,5,5,4,2,4,5,6,5,4,5,6,2,2,6,1,5,5,6,1,5,5.2
58,53,English,White,Female,Actual,Maximize,9,Order1,,4,,5,5,4,2,4,5,6,5,4,5,6,2,2,6,1,5,5,6,1,5,5.2
58,53,English,White,Female,Actual,Maximize,7,Order1,,3,,5,5,4,2,4,5,6,5,4,5,6,2,2,6,1,5,5,6,1,5,5.2
58,53,English,White,Female,Actual,Control,17,Order1,,4,,5,5,4,2,4,5,6,5,4,5,6,2,2,6,1,5,5,6,1,5,5.2
58,53,English,White,Female,Actual,Maximize,15,Order1,,5,,5,5,4,2,4,5,6,5,4,5,6,2,2,6,1,5,5,6,1,5,5.2
58,53,English,White,Female,Actual,Maximize,12,Order1,,6,,5,5,4,2,4,5,6,5,4,5,6,2,2,6,1,5,5,6,1,5,5.2
58,53,English,White,Female,Actual,Maximize,4,Order1,,4,,5,5,4,2,4,5,6,5,4,5,6,2,2,6,1,5,5,6,1,5,5.2
58,53,English,White,Female,Actual,Control,13,Order1,,5,,5,5,4,2,4,5,6,5,4,5,6,2,2,6,1,5,5,6,1,5,5.2
58,53,English,White,Female,Actual,Maximize,6,Order1,,6,,5,5,4,2,4,5,6,5,4,5,6,2,2,6,1,5,5,6,1,5,5.2
58,53,English,White,Female,Actual,Maximize,1,Order1,,5,,5,5,4,2,4,5,6,5,4,5,6,2,2,6,1,5,5,6,1,5,5.2
58,53,English,White,Female,Actual,Control,5,Order1,,5,,5,5,4,2,4,5,6,5,4,5,6,2,2,6,1,5,5,6,1,5,5.2
58,53,English,White,Female,Actual,Control,10,Order1,,6,,5,5,4,2,4,5,6,5,4,5,6,2,2,6,1,5,5,6,1,5,5.2
58,53,English,White,Female,Actual,Control,18,Order1,,3,,5,5,4,2,4,5,6,5,4,5,6,2,2,6,1,5,5,6,1,5,5.2
59,35,English,White,Female,Actual,Control,8,Order1,,5,,4,4,4,3,4,5,5,4,4,5,5,4,4,5,3,4,4,4,3,5,4.45
59,35,English,White,Female,Actual,Control,16,Order1,,3,,4,4,4,3,4,5,5,4,4,5,5,4,4,5,3,4,4,4,3,5,4.45
59,35,English,White,Female,Actual,Control,11,Order1,,3,,4,4,4,3,4,5,5,4,4,5,5,4,4,5,3,4,4,4,3,5,4.45
59,35,English,White,Female,Actual,Maximize,2,Order1,,2,,4,4,4,3,4,5,5,4,4,5,5,4,4,5,3,4,4,4,3,5,4.45
59,35,English,White,Female,Actual,Control,14,Order1,,3,,4,4,4,3,4,5,5,4,4,5,5,4,4,5,3,4,4,4,3,5,4.45
59,35,English,White,Female,Actual,Control,3,Order1,,3,,4,4,4,3,4,5,5,4,4,5,5,4,4,5,3,4,4,4,3,5,4.45
59,35,English,White,Female,Actual,Maximize,9,Order1,,4,,4,4,4,3,4,5,5,4,4,5,5,4,4,5,3,4,4,4,3,5,4.45
59,35,English,White,Female,Actual,Maximize,7,Order1,,3,,4,4,4,3,4,5,5,4,4,5,5,4,4,5,3,4,4,4,3,5,4.45
59,35,English,White,Female,Actual,Control,17,Order1,,5,,4,4,4,3,4,5,5,4,4,5,5,4,4,5,3,4,4,4,3,5,4.45
59,35,English,White,Female,Actual,Maximize,15,Order1,,5,,4,4,4,3,4,5,5,4,4,5,5,4,4,5,3,4,4,4,3,5,4.45
59,35,English,White,Female,Actual,Maximize,12,Order1,,4,,4,4,4,3,4,5,5,4,4,5,5,4,4,5,3,4,4,4,3,5,4.45
59,35,English,White,Female,Actual,Maximize,4,Order1,,3,,4,4,4,3,4,5,5,4,4,5,5,4,4,5,3,4,4,4,3,5,4.45
59,35,English,White,Female,Actual,Control,13,Order1,,7,,4,4,4,3,4,5,5,4,4,5,5,4,4,5,3,4,4,4,3,5,4.45
59,35,English,White,Female,Actual,Maximize,6,Order1,,5,,4,4,4,3,4,5,5,4,4,5,5,4,4,5,3,4,4,4,3,5,4.45
59,35,English,White,Female,Actual,Maximize,1,Order1,,4,,4,4,4,3,4,5,5,4,4,5,5,4,4,5,3,4,4,4,3,5,4.45
59,35,English,White,Female,Actual,Control,5,Order1,,5,,4,4,4,3,4,5,5,4,4,5,5,4,4,5,3,4,4,4,3,5,4.45
59,35,English,White,Female,Actual,Control,10,Order1,,4,,4,4,4,3,4,5,5,4,4,5,5,4,4,5,3,4,4,4,3,5,4.45
59,35,English,White,Female,Actual,Control,18,Order1,,2,,4,4,4,3,4,5,5,4,4,5,5,4,4,5,3,4,4,4,3,5,4.45
60,42,English,White,Male,Actual,Control,8,Order1,,3,,5,5,5,3,4,6,5,6,3,6,6,5,3,6,2,6,5,6,2,6,5.45
60,42,English,White,Male,Actual,Control,16,Order1,,5,,5,5,5,3,4,6,5,6,3,6,6,5,3,6,2,6,5,6,2,6,5.45
60,42,English,White,Male,Actual,Control,11,Order1,,2,,5,5,5,3,4,6,5,6,3,6,6,5,3,6,2,6,5,6,2,6,5.45
60,42,English,White,Male,Actual,Maximize,2,Order1,,3,,5,5,5,3,4,6,5,6,3,6,6,5,3,6,2,6,5,6,2,6,5.45
60,42,English,White,Male,Actual,Control,14,Order1,,2,,5,5,5,3,4,6,5,6,3,6,6,5,3,6,2,6,5,6,2,6,5.45
60,42,English,White,Male,Actual,Control,3,Order1,,5,,5,5,5,3,4,6,5,6,3,6,6,5,3,6,2,6,5,6,2,6,5.45
60,42,English,White,Male,Actual,Maximize,9,Order1,,2,,5,5,5,3,4,6,5,6,3,6,6,5,3,6,2,6,5,6,2,6,5.45
60,42,English,White,Male,Actual,Maximize,7,Order1,,2,,5,5,5,3,4,6,5,6,3,6,6,5,3,6,2,6,5,6,2,6,5.45
60,42,English,White,Male,Actual,Control,17,Order1,,4,,5,5,5,3,4,6,5,6,3,6,6,5,3,6,2,6,5,6,2,6,5.45
60,42,English,White,Male,Actual,Maximize,15,Order1,,5,,5,5,5,3,4,6,5,6,3,6,6,5,3,6,2,6,5,6,2,6,5.45
60,42,English,White,Male,Actual,Maximize,12,Order1,,6,,5,5,5,3,4,6,5,6,3,6,6,5,3,6,2,6,5,6,2,6,5.45
60,42,English,White,Male,Actual,Maximize,4,Order1,,4,,5,5,5,3,4,6,5,6,3,6,6,5,3,6,2,6,5,6,2,6,5.45
60,42,English,White,Male,Actual,Control,13,Order1,,7,,5,5,5,3,4,6,5,6,3,6,6,5,3,6,2,6,5,6,2,6,5.45
60,42,English,White,Male,Actual,Maximize,6,Order1,,4,,5,5,5,3,4,6,5,6,3,6,6,5,3,6,2,6,5,6,2,6,5.45
60,42,English,White,Male,Actual,Maximize,1,Order1,,5,,5,5,5,3,4,6,5,6,3,6,6,5,3,6,2,6,5,6,2,6,5.45
60,42,English,White,Male,Actual,Control,5,Order1,,3,,5,5,5,3,4,6,5,6,3,6,6,5,3,6,2,6,5,6,2,6,5.45
60,42,English,White,Male,Actual,Control,10,Order1,,2,,5,5,5,3,4,6,5,6,3,6,6,5,3,6,2,6,5,6,2,6,5.45
60,42,English,White,Male,Actual,Control,18,Order1,,1,,5,5,5,3,4,6,5,6,3,6,6,5,3,6,2,6,5,6,2,6,5.45
61,27,English,White,Male,Actual,Control,8,Order1,,5,,1,2,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,6,1,1.1
61,27,English,White,Male,Actual,Control,16,Order1,,3,,1,2,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,6,1,1.1
61,27,English,White,Male,Actual,Control,11,Order1,,4,,1,2,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,6,1,1.1
61,27,English,White,Male,Actual,Maximize,2,Order1,,3,,1,2,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,6,1,1.1
61,27,English,White,Male,Actual,Control,14,Order1,,4,,1,2,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,6,1,1.1
61,27,English,White,Male,Actual,Control,3,Order1,,5,,1,2,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,6,1,1.1
61,27,English,White,Male,Actual,Maximize,9,Order1,,2,,1,2,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,6,1,1.1
61,27,English,White,Male,Actual,Maximize,7,Order1,,3,,1,2,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,6,1,1.1
61,27,English,White,Male,Actual,Control,17,Order1,,3,,1,2,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,6,1,1.1
61,27,English,White,Male,Actual,Maximize,15,Order1,,4,,1,2,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,6,1,1.1
61,27,English,White,Male,Actual,Maximize,12,Order1,,3,,1,2,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,6,1,1.1
61,27,English,White,Male,Actual,Maximize,4,Order1,,4,,1,2,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,6,1,1.1
61,27,English,White,Male,Actual,Control,13,Order1,,4,,1,2,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,6,1,1.1
61,27,English,White,Male,Actual,Maximize,6,Order1,,5,,1,2,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,6,1,1.1
61,27,English,White,Male,Actual,Maximize,1,Order1,,3,,1,2,1,7,1,1,1,1,7,1,1,1,7,1,7,1,1,1,6,1,1.1
